ID;Muskel;Weitere_Muskeln;Muskelgruppe_UI;Weitere_Muskelgruppen_UI;Übung;Equipment;Equipment_Normalisiert;Variationen;Aliase;Tracking_Typ;Übungstyp;Bewegungsmuster;Seitenmodus;Aktiv;Review_Status;Review_Hinweis
EX-0112;M. erector spinae;;Rückenstrecker;;Jefferson Curl;Single Kabelturm|Kettlebell|Kurzhantel|Langhantel;Single Kabelturm|Kettlebell|Kurzhantel|Langhantel;;;weight_reps;isolation;trunk_flexion;variable;true;prüfen;Klassifikation fachlich gegen gewünschte Library-Logik prüfen
EX-0113;M. erector spinae;;Rückenstrecker;;Bird Dog mit Last;Single Kabelturm|Kurzhantel|Eigengewicht;Single Kabelturm|Kurzhantel|Eigengewicht;Band;;weight_reps;core;stability;bilateral;true;prüfen;"Bewegungsmuster fachlich prüfen; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0114;M. erector spinae;;Rückenstrecker;;Superman / Prone Back Extension;Eigengewicht;Eigengewicht;Band|Gewichtsscheibe;;bodyweight_reps;isolation;trunk_extension;bilateral;true;auto_ok;
EX-0115;M. erector spinae;;Rückenstrecker;;Zercher Carry;Langhantel|Sandbag;Langhantel|Sandbag;;;weight_distance;carry;carry;bilateral;true;auto_ok;
EX-0116;M. erector spinae;;Rückenstrecker;;Front Squat mit aufrechter Rumpfspannung;Kettlebell|Langhantel|Safety Bar;Kettlebell|Langhantel|Safety Bar;;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0117;M. rectus abdominis;;Core;;Crunch;Bodenschutzmatte|Single Kabelturm|Maschine;Bodenschutzmatte|Single Kabelturm|Maschine;gewichtet;;weight_reps;core;trunk_flexion;bilateral;true;auto_ok;
EX-0118;M. rectus abdominis;;Core;;Sit-up;Bodenschutzmatte;Bodenschutzmatte;gewichtet|GHD|Negativbank;;bodyweight_reps;core;trunk_flexion;bilateral;true;auto_ok;
EX-0119;M. rectus abdominis;;Core;;Reverse Crunch;Bank|Bodenschutzmatte|Single Kabelturm;Bank|Bodenschutzmatte|Single Kabelturm;;;weight_or_bodyweight_reps;core;trunk_flexion;bilateral;true;auto_ok;
EX-0120;M. rectus abdominis;;Core;;Beinheben;Klimmzugstange;Klimmzugstange;gestreckt/angewinkelt|hängend|liegend;;bodyweight_reps;core;hip_flexion;bilateral;true;auto_ok;
EX-0121;M. rectus abdominis;;Core;;Ab-Wheel Rollout;Langhantel|Bodenschutzmatte;Langhantel|Bodenschutzmatte;Ab-Wheel|kniend/stehend;;weight_or_bodyweight_reps;core;anti_extension;bilateral;true;auto_ok;
EX-0122;M. rectus abdominis;;Core;;Body Saw;Bodenschutzmatte;Bodenschutzmatte;TRX|Unterarme;;time;core;anti_extension;bilateral;true;auto_ok;
EX-0123;M. rectus abdominis;;Core;;Hollow Body Hold;Eigengewicht;Eigengewicht;Gewicht über Kopf;;time;isometric;anti_extension;bilateral;true;auto_ok;
EX-0124;M. rectus abdominis;;Core;;Plank;;Eigengewicht|Bodenschutzmatte;gewichtet|klassisch|Long-lever|RKC;;time;isometric;anti_extension;bilateral;true;prüfen;Equipment ergänzt: Eigengewicht|Bodenschutzmatte
EX-0125;M. rectus abdominis;;Core;;Dead Bug;Single Kabelturm|Kurzhantel|Eigengewicht;Single Kabelturm|Kurzhantel|Eigengewicht;Band;;weight_reps;core;anti_extension;bilateral;true;auto_ok;
EX-0126;M. rectus abdominis;;Core;;Dragon Flag;Bank;Bank;regressiv|Stange;;bodyweight_reps;core;anti_extension;bilateral;true;auto_ok;
EX-0127;M. obliquus externus abdominis;;Core;;Russian Twist;Single Kabelturm|Kurzhantel|Medizinball;Single Kabelturm|Kurzhantel|Medizinball;Hantelscheibe;;weight_reps;core;trunk_rotation;bilateral;true;auto_ok;
EX-0128;M. obliquus externus abdominis;;Core;;Woodchopper;;Single Kabelturm;hoch-tief|horizontal|Kabelzug/Band|tief-hoch;;weight_reps;core;trunk_rotation;bilateral;true;prüfen;Equipment ergänzt: Single Kabelturm
EX-0129;M. obliquus externus abdominis;;Core;;Seitbeuge;Single Kabelturm|Kettlebell|Kurzhantel|Maschine;Single Kabelturm|Kettlebell|Kurzhantel|Maschine;;;weight_reps;core;lateral_flexion;unilateral;true;auto_ok;
EX-0130;M. obliquus externus abdominis;;Core;;Side Plank;;Eigengewicht|Bodenschutzmatte;Copenhagen-Variante|gewichtet|Hüftheben|klassisch;;time;isometric;anti_lateral_flexion;bilateral;true;prüfen;Equipment ergänzt: Eigengewicht|Bodenschutzmatte
EX-0131;M. obliquus externus abdominis;;Core;;Pallof Press;Single Kabelturm;Single Kabelturm;Band|kniend/stehend|Overhead;;weight_reps;core;anti_rotation;bilateral;true;auto_ok;
EX-0132;M. obliquus externus abdominis;;Core;;Suitcase Carry;Kettlebell|Kurzhantel;Kettlebell|Kurzhantel;Farmers Handle;;weight_distance;carry;carry;unilateral;true;auto_ok;
EX-0133;M. obliquus externus abdominis;;Core;;Bicycle Crunch;Eigengewicht;Eigengewicht;Band;;bodyweight_reps;core;trunk_rotation;alternating;true;auto_ok;
EX-0134;M. obliquus externus abdominis;;Core;;Landmine Rotation;Langhantel;Langhantel;Full Contact Twist|kniend|stehend;;weight_reps;core;trunk_rotation;bilateral;true;auto_ok;
EX-0135;M. obliquus externus abdominis;;Core;;Hanging Knee Raise mit Rotation;Klimmzugstange;Klimmzugstange;;;bodyweight_reps;core;trunk_rotation;bilateral;true;auto_ok;
EX-0136;M. obliquus internus abdominis;;Core;;Dead Bug mit diagonaler Last;Single Kabelturm|Kurzhantel;Single Kabelturm|Kurzhantel;Band;;weight_reps;core;anti_rotation;bilateral;true;prüfen;Klassifikation fachlich gegen gewünschte Library-Logik prüfen
EX-0137;M. obliquus internus abdominis;;Core;;Bird Dog mit diagonaler Last;Single Kabelturm|Kurzhantel;Single Kabelturm|Kurzhantel;Band;;weight_reps;core;stability;bilateral;true;prüfen;"Bewegungsmuster fachlich prüfen; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0138;M. gluteus maximus;;Gesäß;;Hip Thrust;Kurzhantel|Langhantel|Maschine|Multipresse;Kurzhantel|Langhantel|Maschine|Multipresse;Band|einbeinig;;weight_reps;compound;hip_extension;bilateral;true;auto_ok;
EX-0139;M. gluteus maximus;;Gesäß;;Glute Bridge;Kurzhantel|Langhantel|Maschine;Kurzhantel|Langhantel|Maschine;Band|einbeinig;;weight_reps;compound;hip_extension;bilateral;true;auto_ok;
EX-0140;M. gluteus maximus;;Gesäß;;Kniebeuge;Multipresse|Safety Bar|Sandbag;Multipresse|Safety Bar|Sandbag;Back Squat|Front Squat|Goblet;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0141;M. gluteus maximus;;Gesäß;;Bulgarian Split Squat;Kettlebell|Kurzhantel|Langhantel|Multipresse;Kettlebell|Kurzhantel|Langhantel|Multipresse;;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0142;M. gluteus maximus;;Gesäß;;Ausfallschritt;;Eigengewicht|Kurzhantel|Langhantel;Defizit|gehend|Langhantel/Kurzhantel|rückwärts|seitlich|vorwärts;;weight_reps;compound;lunge;alternating;true;prüfen;Equipment ergänzt: Eigengewicht|Kurzhantel|Langhantel
EX-0143;M. gluteus maximus;;Gesäß;;Step-up;Single Kabelturm|Kurzhantel|Langhantel;Single Kabelturm|Kurzhantel|Langhantel;Bank/Box|hoher Step;;weight_reps;compound;lunge;alternating;true;auto_ok;
EX-0144;M. gluteus maximus;;Gesäß;;45-Grad-Hyperextension mit Glute-Fokus;Eigengewicht|Langhantel;Eigengewicht|Langhantel;Band|Hantelscheibe;;weight_reps;isolation;hip_extension;bilateral;true;auto_ok;
EX-0145;M. gluteus maximus;;Gesäß;;Kabel Pull-through;;Single Kabelturm;Band|Seil;;weight_reps;isolation;hip_hinge;bilateral;true;prüfen;Equipment ergänzt: Single Kabelturm
EX-0146;M. gluteus maximus;;Gesäß;;Reverse Lunge aus erhöhtem Stand;Kurzhantel|Langhantel|Multipresse;Kurzhantel|Langhantel|Multipresse;;;weight_reps;compound;lunge;alternating;true;auto_ok;
EX-0147;M. gluteus maximus;;Gesäß;;Kickback / Hüftextension;Single Kabelturm|Maschine;Single Kabelturm|Maschine;Band|Vierfüßler;;weight_reps;isolation;hip_extension;variable;true;auto_ok;
EX-0148;M. gluteus medius;;Gesäß;;Hüftabduktion;Single Kabelturm|Maschine;Single Kabelturm|Maschine;Band|Seitenlage|stehend;;weight_reps;isolation;hip_abduction;variable;true;auto_ok;
EX-0149;M. gluteus medius;;Gesäß;;Lateral Band Walk;;Widerstandsband;Mini-Band an Knie/Knöchel/Fuß|Monster Walk;;distance_time;stability;hip_abduction;bilateral;true;prüfen;"Equipment ergänzt: Widerstandsband; Tracking-Typ fachlich prüfen"
EX-0150;M. gluteus medius;;Gesäß;;Side Plank mit Hüftabduktion;Eigengewicht;Eigengewicht;Band|Knöchelgewicht;;time;isometric;hip_abduction;variable;true;auto_ok;
EX-0151;M. gluteus medius;;Gesäß;;Pelvic Drop / Hip Hike;Single Kabelturm;Single Kabelturm;Gewicht|Stufe;;weight_reps;stability;hip_abduction;bilateral;true;auto_ok;
EX-0152;M. gluteus medius;;Gesäß;;Einbeinige Kniebeuge;;Eigengewicht;Box Squat|Pistol Squat|Skater Squat|TRX-unterstützt;;bodyweight_reps;compound;squat;unilateral;true;prüfen;Equipment ergänzt: Eigengewicht
EX-0153;M. gluteus medius;;Gesäß;;Step-down;;Eigengewicht;lateral|verschiedene Höhen|vorwärts;;bodyweight_reps;compound;lunge;alternating;true;prüfen;Equipment ergänzt: Eigengewicht
EX-0154;M. gluteus medius;M. semimembranosus;Gesäß;Hamstrings;Einbeiniges rumänisches Kreuzheben;Single Kabelturm|Kettlebell|Kurzhantel|Langhantel;Single Kabelturm|Kettlebell|Kurzhantel|Langhantel;;Einbeiniges Kreuzheben|Single-leg Romanian Deadlift;weight_reps;compound;hip_hinge;unilateral;true;auto_ok;
EX-0155;M. gluteus medius;;Gesäß;;Copenhagen Side Plank;;Eigengewicht|Bank;dynamisch|kurzer/langer Hebel;;time;isometric;hip_abduction;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht|Bank; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0156;M. gluteus medius;M. tensor fasciae latae;Gesäß;Hüfte/Hüftbeuger;Seitlicher Step-up;Kurzhantel;Kurzhantel;Box/Bank|Lateral / seitlich;Lateral Step-up|Side Step-up;weight_reps;compound;lunge;unilateral;true;auto_ok;
EX-0157;M. gluteus medius;;Gesäß;;Curtsy Lunge;Single Kabelturm|Kurzhantel|Langhantel;Single Kabelturm|Kurzhantel|Langhantel;;;weight_reps;compound;lunge;unilateral;true;auto_ok;
EX-0158;M. gluteus minimus;;Gesäß;;Innenrotationsbetonte Hüftabduktion;Single Kabelturm;Single Kabelturm;Band|Seitenlage;;weight_reps;isolation;hip_abduction;variable;true;auto_ok;
EX-0159;M. adductor longus;;Adduktoren;;Hüftadduktion;Single Kabelturm;Single Kabelturm;Adduktorenmaschine|Band|Seitenlage;;weight_reps;isolation;hip_adduction;variable;true;auto_ok;
EX-0160;M. adductor longus;;Adduktoren;;Copenhagen Adduction / Copenhagen Plank;;Eigengewicht|Bank;dynamisch/isometrisch|kurzer/langer Hebel;;time;isometric;hip_adduction;bilateral;true;prüfen;Equipment ergänzt: Eigengewicht|Bank
EX-0161;M. adductor longus;;Adduktoren;;Sumo-Kniebeuge;Kettlebell|Kurzhantel|Langhantel|Multipresse;Kettlebell|Kurzhantel|Langhantel|Multipresse;;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0162;M. adductor longus;;Adduktoren;;Sumo-Kreuzheben;Kettlebell|Langhantel|Trap(Hex) Bar;Kettlebell|Langhantel|Trap(Hex) Bar;;;weight_reps;compound;hip_hinge;bilateral;true;auto_ok;
EX-0163;M. adductor longus;;Adduktoren;;Seitlicher Ausfallschritt;Kurzhantel|Langhantel|Bodenschutzmatte;Kurzhantel|Langhantel|Bodenschutzmatte;Landmine;;weight_reps;compound;lunge;unilateral;true;auto_ok;
EX-0164;M. adductor longus;;Adduktoren;;Cossack Squat;Kettlebell|Eigengewicht|Langhantel;Kettlebell|Eigengewicht|Langhantel;;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0165;M. adductor longus;;Adduktoren;;Adductor Slide;Single Kabelturm|Bodenschutzmatte;Single Kabelturm|Bodenschutzmatte;Handtuch;;weight_or_bodyweight_reps;isolation;hip_adduction;bilateral;true;auto_ok;
EX-0166;M. adductor longus;;Adduktoren;;Ball Squeeze / isometrische Adduktion;;Ball;Ball|Block|Pilates-Ring;;time;isometric;hip_adduction;bilateral;true;prüfen;Equipment ergänzt: Ball
EX-0167;M. adductor magnus;;Adduktoren;;Breitbeinige Beinpresse;;Maschine;45°|einbeinig|horizontal;;weight_reps;compound;squat;bilateral;true;prüfen;Equipment ergänzt: Maschine
EX-0168;M. adductor magnus;;Adduktoren;;Hip Thrust mit breitem Stand;Langhantel|Maschine|Multipresse;Langhantel|Maschine|Multipresse;;;weight_reps;compound;hip_extension;bilateral;true;auto_ok;
EX-0169;M. pectineus;;Adduktoren;;Stehende Hüftflexion mit Adduktion;Single Kabelturm;Single Kabelturm;Band|Knöchelgewicht;;weight_reps;isolation;hip_flexion;variable;true;auto_ok;
EX-0170;M. pectineus;;Adduktoren;;Ball Squeeze mit Hüftflexion;;Ball;Ball/Pilates-Ring|sitzend oder Rückenlage;;reps_only;isolation;hip_adduction;variable;true;prüfen;"Equipment ergänzt: Ball; Tracking-Typ fachlich prüfen; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0171;M. pectineus;M. sartorius;Adduktoren;Hüfte/Hüftbeuger;Diagonaler Kniehub;Single Kabelturm;Single Kabelturm;Band|Hüftflexion-Abduktion-Außenrotation|Knöchelgewicht|stehend;Diagonal Knee Drive|Diagonal Knee Drive / Hüftflexion-Abduktion-Außenrotation;weight_reps;isolation;hip_flexion;bilateral;true;auto_ok;
EX-0172;M. gracilis;;Adduktoren;;Beinbeuger mit adduziertem Bein;Maschine|Bodenschutzmatte;Maschine|Bodenschutzmatte;;;weight_reps;isolation;knee_flexion;bilateral;true;auto_ok;
EX-0173;M. iliopsoas;;Hüfte/Hüftbeuger;;Hüftflexion im Stand;Single Kabelturm|Maschine;Single Kabelturm|Maschine;Band|Knöchelgewicht;;weight_reps;isolation;hip_flexion;variable;true;auto_ok;
EX-0174;M. iliopsoas;;Hüfte/Hüftbeuger;;Hängendes Knieheben;Klimmzugstange;Klimmzugstange;;;bodyweight_reps;isolation;hip_flexion;bilateral;true;auto_ok;
EX-0175;M. iliopsoas;;Hüfte/Hüftbeuger;;Liegendes Beinheben;Bank|Bodenschutzmatte|Single Kabelturm;Bank|Bodenschutzmatte|Single Kabelturm;Knöchelgewichte;;weight_or_bodyweight_reps;isolation;hip_flexion;bilateral;true;auto_ok;
EX-0176;M. iliopsoas;;Hüfte/Hüftbeuger;;Seated Leg Lift / Pike Compression;Bodenschutzmatte|Dipstangen;Bodenschutzmatte|Dipstangen;Gewichte an Füßen;;bodyweight_reps;isolation;hip_flexion;bilateral;true;auto_ok;
EX-0177;M. iliopsoas;;Hüfte/Hüftbeuger;;Mountain Climber;Bodenschutzmatte;Bodenschutzmatte;Band|TRX;;bodyweight_reps;conditioning;hip_flexion;alternating;true;auto_ok;
EX-0178;M. iliopsoas;;Hüfte/Hüftbeuger;;Marching Hip Flexion;Single Kabelturm;Single Kabelturm;Band um Füße|stehend/Rückenlage;;weight_reps;isolation;hip_flexion;alternating;true;auto_ok;
EX-0179;M. iliopsoas;;Hüfte/Hüftbeuger;;Reverse Squat am Kabel;Single Kabelturm;Single Kabelturm;Band;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0180;M. iliopsoas;M. sartorius;Hüfte/Hüftbeuger;Hüfte/Hüftbeuger;Step-up mit Kniehub;Single Kabelturm|Kurzhantel;Single Kabelturm|Kurzhantel;Bank/Box|Box/Bank|Kniehub / Knee Drive;Step-up mit Knee Drive;weight_reps;compound;lunge;alternating;true;auto_ok;
EX-0181;M. iliopsoas;;Hüfte/Hüftbeuger;;L-Sit;Dipstangen|Klimmzugstange;Dipstangen|Klimmzugstange;tuck/gestreckt;;time;isometric;hip_flexion;bilateral;true;auto_ok;
EX-0182;M. sartorius;;Hüfte/Hüftbeuger;;Curtsy Lunge mit Kniehub;Single Kabelturm|Kurzhantel|Eigengewicht;Single Kabelturm|Kurzhantel|Eigengewicht;;;weight_reps;compound;lunge;unilateral;true;auto_ok;
EX-0183;M. sartorius;;Hüfte/Hüftbeuger;;Clamshell mit Hüftflexion;;Eigengewicht|Widerstandsband;Band|Knöchelgewicht;;reps_only;stability;hip_abduction;variable;true;prüfen;"Equipment ergänzt: Eigengewicht|Widerstandsband; Tracking-Typ fachlich prüfen"
EX-0184;M. sartorius;;Hüfte/Hüftbeuger;;Figure-4 Leg Lift;Eigengewicht;Eigengewicht;Band|Knöchelgewicht;;bodyweight_reps;isolation;hip_flexion;bilateral;true;auto_ok;
EX-0185;M. sartorius;;Hüfte/Hüftbeuger;;Cross-body Mountain Climber;Bodenschutzmatte;Bodenschutzmatte;TRX;;bodyweight_reps;conditioning;hip_flexion;unilateral;true;auto_ok;
EX-0186;M. sartorius;;Hüfte/Hüftbeuger;;Schneidersitz-Hüftflexion gegen Widerstand;Single Kabelturm;Single Kabelturm;Band|manuelle Gegenkraft;;reps_only;isolation;hip_flexion;variable;true;prüfen;Tracking-Typ fachlich prüfen
EX-0187;M. quadriceps femoris;;Quadrizeps;;Beinpresse;;Maschine;45°|einbeinig|horizontal|verschiedene Fußpositionen|vertikal;;weight_reps;compound;squat;bilateral;true;prüfen;Equipment ergänzt: Maschine
EX-0188;M. quadriceps femoris;;Quadrizeps;;Beinstrecker;Single Kabelturm|Maschine;Single Kabelturm|Maschine;Band|einbeinig/beidbeinig;;weight_reps;isolation;knee_extension;bilateral;true;auto_ok;
EX-0189;M. quadriceps femoris;;Quadrizeps;;Hack Squat;Maschine;Maschine;Landmine Hack Squat|Pendulum Squat;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0190;M. quadriceps femoris;;Quadrizeps;;Sissy Squat;Eigengewicht|Maschine;Eigengewicht|Maschine;belastet|Hackenschmidt;;weight_or_bodyweight_reps;compound;knee_extension;bilateral;true;auto_ok;
EX-0191;M. quadriceps femoris;;Quadrizeps;;Spanish Squat;Single Kabelturm;Single Kabelturm;Band|Gurt;;weight_reps;compound;knee_extension;bilateral;true;auto_ok;
EX-0192;M. quadriceps femoris;;Quadrizeps;;Reverse Nordic Curl;Eigengewicht;Eigengewicht;Band|gewichtet;;bodyweight_reps;isolation;knee_extension;variable;true;auto_ok;
EX-0193;M. quadriceps femoris;;Quadrizeps;;Cyclist Squat / Fersen erhöhte Kniebeuge;Kurzhantel|Langhantel|Multipresse;Kurzhantel|Langhantel|Multipresse;;;weight_reps;compound;squat;bilateral;true;auto_ok;
EX-0194;M. quadriceps femoris;;Quadrizeps;;Wall Sit;Eigengewicht;Eigengewicht;einbeinig|Gewichtsscheibe;;time;isometric;squat;bilateral;true;auto_ok;
EX-0195;M. tensor fasciae latae;;Hüfte/Hüftbeuger;;Hüftabduktion mit leichter Hüftflexion;Single Kabelturm|Maschine;Single Kabelturm|Maschine;Band|Seitenlage;;weight_reps;isolation;hip_abduction;variable;true;auto_ok;
EX-0196;M. tensor fasciae latae;;Hüfte/Hüftbeuger;;Stehende Hüftflexion-Abduktion;Single Kabelturm;Single Kabelturm;Band|Knöchelgewicht;;weight_reps;isolation;hip_flexion;variable;true;auto_ok;
EX-0197;M. tensor fasciae latae;;Hüfte/Hüftbeuger;;Einbeiniger Wall Sit mit Abduktionsdruck;;Eigengewicht;Ball an Wand|Band;;time;isometric;squat;unilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0198;M. tensor fasciae latae;;Hüfte/Hüftbeuger;;Lateral Step-down;;Eigengewicht;Gewicht|Stufe;;bodyweight_reps;compound;lunge;unilateral;true;prüfen;Equipment ergänzt: Eigengewicht
EX-0199;M. biceps femoris;;Hamstrings;;Beinbeuger;Single Kabelturm|Maschine;Single Kabelturm|Maschine;Band|einbeinig|liegend|sitzend|stehend;;weight_reps;isolation;knee_flexion;bilateral;true;auto_ok;
EX-0200;M. biceps femoris;;Hamstrings;;Nordic Hamstring Curl;Eigengewicht;Eigengewicht;Bandunterstützung|gewichtet;;bodyweight_reps;isolation;knee_flexion;variable;true;auto_ok;
EX-0201;M. biceps femoris;;Hamstrings;;Glute-Ham Raise;;GHD;GHD|Nordic-Bank|unterstützt;;bodyweight_reps;isolation;knee_flexion;bilateral;true;prüfen;Equipment ergänzt: GHD
EX-0202;M. biceps femoris;;Hamstrings;;Swiss-Ball Leg Curl;;Gymnastikball;beidbeinig|einbeinig;;bodyweight_reps;isolation;knee_flexion;variable;true;prüfen;Equipment ergänzt: Gymnastikball
EX-0203;M. biceps femoris;;Hamstrings;;Slider Leg Curl;Bodenschutzmatte;Bodenschutzmatte;beid-/einbeinig|Handtuch;;bodyweight_reps;isolation;knee_flexion;variable;true;auto_ok;
EX-0204;M. biceps femoris;;Hamstrings;;Kettlebell Swing;Kettlebell|Kurzhantel;Kettlebell|Kurzhantel;Band;;weight_reps;compound;hip_hinge;bilateral;true;auto_ok;
EX-0205;M. biceps femoris;;Hamstrings;;45-Grad-Hyperextension mit Hamstring-Fokus;Eigengewicht|Langhantel;Eigengewicht|Langhantel;Scheibe;;weight_reps;isolation;hip_hinge;bilateral;true;auto_ok;
EX-0206;M. tibialis anterior;;Unterschenkel/Fuß;;Dorsalflexion gegen Widerstand;Single Kabelturm;Single Kabelturm;Band|Gewicht am Fuß|Tib-Bar;;reps_only;isolation;dorsiflexion;bilateral;true;prüfen;Tracking-Typ fachlich prüfen
EX-0207;M. tibialis anterior;;Unterschenkel/Fuß;;Tibialis Raise;Maschine;Maschine;an Wand|auf Keil|einbeinig|Tib-Bar;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0208;M. tibialis anterior;;Unterschenkel/Fuß;;Fersengang / Heel Walk;;Eigengewicht;mit Gewichtsweste|rückwärts|vorwärts;;distance_time;isolation;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Tracking-Typ fachlich prüfen"
EX-0209;M. tibialis anterior;;Unterschenkel/Fuß;;Toe Raise im Sitzen;Eigengewicht|Maschine;Eigengewicht|Maschine;Gewicht auf Vorfuß;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0210;M. tibialis anterior;;Unterschenkel/Fuß;;Dorsalflexion mit Inversion;Single Kabelturm;Single Kabelturm;Band;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0211;M. tibialis anterior;;Unterschenkel/Fuß;;Isometrischer Dorsalflexionshalt;Single Kabelturm;Single Kabelturm;Band|manuelle Gegenkraft;;weight_time;isometric;dorsiflexion;bilateral;true;auto_ok;
EX-0212;M. extensor digitorum longus;;Unterarme;;Zehenextension II–V gegen Widerstand;;Widerstandsband;Band|Therapieknete|Zehen-Extensor-Trainer;;reps_only;isolation;toe_extension;bilateral;true;prüfen;"Equipment ergänzt: Widerstandsband; Tracking-Typ fachlich prüfen"
EX-0213;M. extensor digitorum longus;;Unterarme;;Dorsalflexion mit Eversion;Single Kabelturm;Single Kabelturm;Band|Knöchelmanschette;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0214;M. extensor digitorum longus;;Unterarme;;Tibialis Raise mit aktiver Zehenstreckung;Maschine;Maschine;Tib-Bar|Wand;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0215;M. extensor digitorum longus;;Unterarme;;Fersengang mit angehobenen Zehen;;Eigengewicht;Gewichtsweste|rückwärts|vorwärts;;distance_time;isolation;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Tracking-Typ fachlich prüfen"
EX-0216;M. extensor digitorum longus;;Unterarme;;Isometrische Zehenextension II–V;;Widerstandsband;Band|manuelle Gegenkraft;;time;isometric;toe_extension;bilateral;true;prüfen;Equipment ergänzt: Widerstandsband
EX-0217;M. extensor hallucis longus;;Unterschenkel/Fuß;;Großzehenextension gegen Widerstand;;Widerstandsband;manuelle Gegenkraft|Mini-Band|Therapieknete;;reps_only;isolation;toe_extension;bilateral;true;prüfen;"Equipment ergänzt: Widerstandsband; Tracking-Typ fachlich prüfen"
EX-0218;M. extensor hallucis longus;;Unterschenkel/Fuß;;Dorsalflexion mit betonter Großzehenextension;Single Kabelturm;Single Kabelturm;Band|Knöchelmanschette;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0219;M. extensor hallucis longus;;Unterschenkel/Fuß;;Tibialis Raise mit aktiv angehobener Großzehe;Maschine;Maschine;Tib-Bar|Wand;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0220;M. extensor hallucis longus;;Unterschenkel/Fuß;;Fersengang mit angehobener Großzehe;;Eigengewicht;rückwärts|vorwärts;;distance_time;isolation;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Tracking-Typ fachlich prüfen"
EX-0221;M. extensor hallucis longus;;Unterschenkel/Fuß;;Isometrische Großzehenextension;;Widerstandsband;Band|manuelle Gegenkraft;;time;isometric;toe_extension;bilateral;true;prüfen;Equipment ergänzt: Widerstandsband
EX-0222;M. soleus;;Waden;;Sitzendes Wadenheben;Kurzhantel|Langhantel|Maschine|Multipresse;Kurzhantel|Langhantel|Maschine|Multipresse;einbeinig;;weight_reps;isolation;plantar_flexion;variable;true;auto_ok;
EX-0223;M. soleus;;Waden;;Wadenheben mit gebeugtem Knie;Single Kabelturm;Single Kabelturm;Band|Beinpresse|Smith Machine;;weight_reps;isolation;plantar_flexion;variable;true;auto_ok;
EX-0224;M. soleus;;Waden;;Soleus Raise an der Wand;Eigengewicht;Eigengewicht;einbeinig|Zusatzgewicht;;bodyweight_reps;isolation;plantar_flexion;bilateral;true;auto_ok;
EX-0225;M. soleus;;Waden;;Bent-knee Calf Raise auf Stufe;Kettlebell|Kurzhantel;Kettlebell|Kurzhantel;Gewichtsweste;;weight_reps;isolation;plantar_flexion;variable;true;auto_ok;
EX-0226;M. soleus;;Waden;;Isometrischer Soleus-Halt;;Eigengewicht;gebeugtes Knie|Wand/Beinpresse|Zusatzgewicht;;time;isometric;plantar_flexion;bilateral;true;prüfen;Equipment ergänzt: Eigengewicht
EX-0227;M. soleus;;Waden;;Schlittenziehen rückwärts mit Plantarflexionsfokus;;Schlitten;Laufband ausgeschaltet|Schlitten;;weight_distance;conditioning;locomotion;bilateral;true;prüfen;Equipment ergänzt: Schlitten
EX-0228;M. peroneus longus;;Unterschenkel/Fuß;;Fußeversion gegen Widerstand;Single Kabelturm;Single Kabelturm;Band|Knöchelmanschette;;reps_only;isolation;ankle_eversion;bilateral;true;prüfen;Tracking-Typ fachlich prüfen
EX-0229;M. peroneus longus;;Unterschenkel/Fuß;;Wadenheben mit Eversions-/Druckfokus auf ersten Strahl;;Eigengewicht;Beinpresse|einbeinig|stehend;;bodyweight_reps;isolation;plantar_flexion;variable;true;prüfen;"Equipment ergänzt: Eigengewicht; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0230;M. peroneus longus;;Unterschenkel/Fuß;;Einbeiniger Balance-Hold mit Eversionskontrolle;;Eigengewicht;Balance-Pad|Bosu|Gewicht;;time;isometric;ankle_eversion;unilateral;true;prüfen;Equipment ergänzt: Eigengewicht
